data_ora,numero_transazioni,tempo_medio,numero_retry,numero_transazioni_errate,is_anomaly
2024-05-31 11:21:22,2366,12.897307,0,136,0
2024-05-31 11:22:22,2408,12.903317,0,146,0
2024-05-31 11:23:22,2989,12.6637335,0,178,0
2024-05-31 11:24:22,2885,12.64308,0,182,0
2024-05-31 11:25:22,2520,12.745479,0,122,0
2024-05-31 11:26:22,2373,12.436431,0,188,0
2024-05-31 11:27:23,2678,12.649547,0,177,0
2024-05-31 11:28:23,2904,13.082814,0,229,0
2024-05-31 11:29:23,2688,13.283944,0,124,0
2024-05-31 11:30:23,2509,16.016113,0,120,0
2024-05-31 11:31:23,2254,14.3098,0,140,0
2024-05-31 11:32:23,2948,20.650078,0,217,0
2024-05-31 11:33:23,3122,12.1315775,0,167,0
2024-05-31 11:34:23,2606,13.423742,0,175,0
2024-05-31 11:35:23,2501,12.722792,0,150,0
2024-05-31 11:36:23,2490,12.766256,0,193,0
2024-05-31 11:37:23,2612,12.941544,0,146,0
2024-05-31 11:38:23,2991,12.623902,0,124,0
2024-05-31 11:39:23,2728,13.145294,0,173,0
2024-05-31 11:40:23,2483,12.8402,0,135,0
2024-05-31 11:41:23,2433,13.138101,0,191,0
2024-05-31 11:42:23,2660,12.663993,0,201,0
2024-05-31 11:43:23,2972,12.507133,0,155,0
2024-05-31 11:44:23,2999,13.047491,0,182,0
2024-05-31 11:45:23,2572,15.010217,0,116,0
2024-05-31 11:46:23,2238,13.840129,0,115,0
2024-05-31 11:47:23,2674,21.868399,0,180,0
2024-05-31 11:48:23,3190,12.5688095,0,182,0
2024-05-31 11:49:23,2984,12.917429,0,118,0
2024-05-31 11:50:24,2689,12.714929,0,221,0
2024-05-31 11:51:24,2253,12.517774,0,115,0
2024-05-31 11:52:24,2587,13.092262,0,197,0
2024-05-31 11:53:24,3301,12.757022,0,185,0
2024-05-31 11:54:24,2850,13.19362,0,130,0
2024-05-31 11:55:24,2413,13.169959,0,152,0
2024-05-31 11:56:24,2660,12.503235,0,155,0
2024-05-31 11:57:24,2604,12.714957,0,152,0
2024-05-31 11:58:24,2712,12.844524,0,203,0
2024-05-31 11:59:24,2881,13.094353,0,136,0
2024-05-31 12:00:24,2829,14.805715,0,178,0
2024-05-31 12:01:24,2461,13.389798,0,105,0
2024-05-31 12:02:24,2795,20.277771,0,165,0
2024-05-31 12:03:24,2955,12.967196,0,133,0
2024-05-31 12:04:24,2847,13.454225,1,203,0
2024-05-31 12:05:24,2662,12.454787,0,121,0
2024-05-31 12:06:24,2419,12.390117,0,209,0
2024-05-31 12:07:24,2531,13.421657,0,161,0
2024-05-31 12:08:24,3410,12.963914,0,175,0
2024-05-31 12:09:24,3017,12.962509,0,128,0
2024-05-31 12:10:24,2418,12.8634815,0,138,0
2024-05-31 12:11:24,2329,13.588692,0,171,0
2024-05-31 12:12:24,2883,12.899778,0,211,0
2024-05-31 12:13:25,3191,12.692506,0,133,0
2024-05-31 12:14:25,2787,13.113532,0,177,0
2024-05-31 12:15:25,2543,15.149558,0,127,0
2024-05-31 12:16:25,2419,61.25901,15,164,0
2024-05-31 12:17:26,2411,906.17773,1242,104,0
2024-05-31 12:18:26,3379,172.94766,52,222,0
2024-05-31 12:19:26,2914,13.149096,0,139,0
2024-05-31 12:20:27,2988,41.34775,0,177,0
2024-05-31 12:21:27,2577,490.41418,339,177,0
2024-05-31 12:22:27,2552,12.806896,0,211,0
2024-05-31 12:23:27,3066,13.17095,0,135,0
2024-05-31 12:24:27,3171,13.31159,0,192,0
2024-05-31 12:25:27,2750,12.656012,0,110,0
2024-05-31 12:26:27,2451,12.65056,0,126,0
2024-05-31 12:27:27,2689,12.851071,0,203,0
2024-05-31 12:28:27,2934,13.209983,0,159,0
2024-05-31 12:29:27,3136,13.325395,0,132,0
2024-05-31 12:30:27,2968,15.118109,0,207,0
2024-05-31 12:31:28,2327,173.83453,37,115,0
2024-05-31 12:32:28,3160,501.60474,134,150,0
2024-05-31 12:33:28,3134,12.777785,0,220,0
2024-05-31 12:34:28,2800,13.03429,0,131,0
2024-05-31 12:35:28,2796,13.054966,0,147,0
2024-05-31 12:36:28,2657,12.882038,0,250,0
2024-05-31 12:37:28,2762,12.642879,0,198,0
2024-05-31 12:38:28,3165,12.470173,0,194,0
2024-05-31 12:39:28,2835,12.667012,0,128,0
2024-05-31 12:40:28,2679,12.143025,0,241,0
2024-05-31 12:41:28,2416,12.263515,0,111,0
2024-05-31 12:42:28,2642,12.709034,0,158,0
2024-05-31 12:43:28,3062,12.1091795,0,152,0
2024-05-31 12:44:28,3146,12.36414,0,178,0
2024-05-31 12:45:28,2705,13.339679,0,130,0
2024-05-31 12:46:29,2225,79.174934,2,133,0
2024-05-31 12:47:29,2779,240.70726,67,202,0
2024-05-31 12:48:29,3128,12.060348,0,234,0
2024-05-31 12:49:29,2762,12.660805,0,104,0
2024-05-31 12:50:29,2509,12.488089,0,106,0
2024-05-31 12:51:29,2223,12.553573,0,149,0
2024-05-31 12:52:29,2628,12.633708,0,212,0
2024-05-31 12:53:29,3025,12.010682,0,111,0
2024-05-31 12:54:29,2823,12.429646,0,204,0
2024-05-31 12:55:29,2426,12.467026,0,119,0
2024-05-31 12:56:30,2654,12.265146,0,207,0
2024-05-31 12:57:30,2587,12.36318,0,202,0
2024-05-31 12:58:30,2524,12.517239,0,123,0
2024-05-31 12:59:30,2648,13.058057,0,162,0
2024-05-31 13:00:30,2595,14.712398,0,189,0
2024-05-31 13:01:30,2260,41.32183,0,133,0
2024-05-31 13:02:30,2399,206.94485,3,177,0
2024-05-31 13:03:30,2689,20.723581,0,173,0
2024-05-31 13:04:30,2548,12.889238,0,182,0
2024-05-31 13:05:30,2432,12.433632,0,110,0
2024-05-31 13:06:31,2115,12.457074,0,132,0
2024-05-31 13:07:31,2527,12.529037,0,171,0
2024-05-31 13:08:31,2669,12.449243,0,184,0
2024-05-31 13:09:31,2507,11.912843,0,120,0
2024-05-31 13:10:31,2299,12.723664,0,206,0
2024-05-31 13:11:31,2127,12.220315,0,121,0
2024-05-31 13:12:31,2535,12.019963,0,210,0
2024-05-31 13:13:31,2560,12.624656,0,118,0
2024-05-31 13:14:31,2511,12.665452,0,115,0
2024-05-31 13:15:31,2302,14.533652,0,169,0
2024-05-31 13:16:31,2238,76.68569,8,195,0
2024-05-31 13:17:32,2409,592.828,281,86,0
2024-05-31 13:18:32,2567,12.420961,0,261,0
2024-05-31 13:19:32,2367,13.112105,0,125,0
2024-05-31 13:20:32,2543,13.001198,0,204,0
2024-05-31 13:21:32,2181,12.097121,0,126,0
2024-05-31 13:22:32,2187,12.814561,0,147,0
2024-05-31 13:23:32,2473,12.919392,0,132,0
2024-05-31 13:24:32,2627,13.404159,0,194,0
2024-05-31 13:25:32,2303,12.307088,0,114,0
2024-05-31 13:26:32,2202,12.729745,0,175,0
2024-05-31 13:27:32,2189,12.474998,0,155,0
2024-05-31 13:28:32,2509,12.761297,0,193,0
2024-05-31 13:29:32,2482,12.200241,0,117,0
2024-05-31 13:30:32,2328,13.291127,0,122,0
2024-05-31 13:31:32,2060,104.706566,0,140,0
2024-05-31 13:32:33,2638,127.20596,0,211,0
2024-05-31 13:33:33,2272,12.229603,0,106,0
2024-05-31 13:34:33,2396,13.231191,0,208,0
2024-05-31 13:35:33,2250,12.349395,0,121,0
2024-05-31 13:36:33,2255,13.023813,0,199,0
2024-05-31 13:37:33,2416,12.854576,0,172,0
2024-05-31 13:38:33,2483,12.397066,0,138,0
2024-05-31 13:39:33,2301,12.297535,0,141,0
2024-05-31 13:40:33,2320,13.179837,0,177,0
2024-05-31 13:41:33,2064,12.618482,0,134,0
2024-05-31 13:42:33,2227,12.7979,0,248,0
2024-05-31 13:43:33,2341,12.652249,0,136,0
2024-05-31 13:44:33,2473,12.767175,0,186,0
2024-05-31 13:45:33,2164,14.238984,0,127,0
2024-05-31 13:46:34,2050,124.002014,3,132,0
2024-05-31 13:47:34,2382,323.9784,68,244,0
2024-05-31 13:48:34,2553,12.32924,0,169,0
2024-05-31 13:49:34,2495,12.069776,0,145,0
2024-05-31 13:50:34,2187,12.361148,0,199,0
2024-05-31 13:51:34,2036,12.319884,0,137,0
2024-05-31 13:52:34,2364,12.373445,0,233,0
2024-05-31 13:53:34,2438,12.689365,1,128,0
2024-05-31 13:54:34,2234,12.860711,0,135,0
2024-05-31 13:55:34,2182,12.959124,0,135,0
2024-05-31 13:56:34,2292,12.451612,0,188,0
2024-05-31 13:57:34,2229,12.628013,0,173,0
2024-05-31 13:58:34,2315,12.610499,0,198,0
2024-05-31 13:59:34,2357,12.452747,0,157,0
2024-05-31 14:00:35,2307,13.352502,0,139,0
2024-05-31 14:01:35,1947,59.841946,0,120,0
2024-05-31 14:02:35,2308,132.46751,9,166,0
2024-05-31 14:03:35,2349,11.892237,0,182,0
2024-05-31 14:04:35,2283,12.17347,0,175,0
2024-05-31 14:05:35,2232,11.940051,0,114,0
2024-05-31 14:06:35,1949,12.475771,0,169,0
2024-05-31 14:07:35,2253,11.593523,0,170,0
2024-05-31 14:08:35,2463,11.974525,0,197,0
2024-05-31 14:09:35,2308,12.140916,0,163,0
2024-05-31 14:10:35,2127,12.51668,0,121,0
2024-05-31 14:11:35,1998,12.282888,0,133,0
2024-05-31 14:12:35,2514,12.07407,0,212,0
2024-05-31 14:13:35,2359,11.69085,0,119,0
2024-05-31 14:14:35,2351,11.745897,0,203,0
2024-05-31 14:15:35,2094,13.286679,0,122,0
2024-05-31 14:16:36,2136,107.54938,1,181,0
2024-05-31 14:17:36,2415,255.02527,38,120,0
2024-05-31 14:18:36,2335,12.146578,1,134,0
2024-05-31 14:19:36,2329,12.737392,0,207,0
2024-05-31 14:20:36,2431,18.328241,0,186,0
2024-05-31 14:21:36,1979,12.252948,0,143,0
2024-05-31 14:22:36,2373,12.258519,0,227,0
2024-05-31 14:23:36,2366,11.982878,0,134,0
2024-05-31 14:24:36,2470,12.970495,0,233,0
2024-05-31 14:25:36,2370,11.764524,0,129,0
2024-05-31 14:26:36,2039,12.179102,0,120,0
2024-05-31 14:27:36,2272,11.876502,0,166,0
2024-05-31 14:28:36,2507,11.85224,0,198,0
2024-05-31 14:29:36,2426,12.270041,0,136,0
2024-05-31 14:30:36,2260,12.419995,0,219,0
2024-05-31 14:31:37,2054,69.14321,0,127,0
2024-05-31 14:32:37,2589,167.0377,7,195,0
2024-05-31 14:33:37,2370,12.264531,0,135,0
2024-05-31 14:34:37,2239,12.566517,0,128,0
2024-05-31 14:35:37,2275,12.305442,0,187,0
2024-05-31 14:36:37,2314,12.126089,0,184,0
2024-05-31 14:37:37,2432,11.857618,0,161,0
2024-05-31 14:38:37,2564,12.298224,0,205,0
2024-05-31 14:39:37,2311,12.285708,0,136,0
2024-05-31 14:40:37,2410,12.569748,0,171,0
2024-05-31 14:41:37,2166,12.080523,0,143,0
2024-05-31 14:42:37,2497,12.017814,0,194,0
2024-05-31 14:43:37,2607,12.182776,0,131,0
2024-05-31 14:44:37,2679,12.189865,0,188,0
2024-05-31 14:45:37,2198,12.496998,0,136,0
2024-05-31 14:46:37,2331,28.877056,0,227,0
2024-05-31 14:47:37,2552,104.4926,0,141,0
2024-05-31 14:48:37,2919,11.826924,0,177,0
2024-05-31 14:49:37,2501,12.12905,0,132,0
2024-05-31 14:50:37,2345,12.620034,0,118,0
2024-05-31 14:51:37,2253,11.984251,0,183,0
2024-05-31 14:52:37,2726,12.002231,0,188,0
2024-05-31 14:53:38,2795,11.763198,0,125,0
2024-05-31 14:54:38,2632,12.368421,0,193,0
2024-05-31 14:55:38,2402,12.209096,0,118,0
2024-05-31 14:56:38,2571,12.242808,0,189,0
2024-05-31 14:57:38,2554,11.756442,0,158,0
2024-05-31 14:58:38,2729,12.332216,0,133,0
2024-05-31 14:59:38,2650,12.298475,0,128,0
2024-05-31 15:00:38,2632,13.058408,0,149,0
2024-05-31 15:01:38,2345,21.436972,0,124,0
2024-05-31 15:02:38,2693,46.49243,1,190,0
2024-05-31 15:03:38,2666,12.480667,0,135,0
2024-05-31 15:04:38,2848,13.080169,0,160,0
2024-05-31 15:05:38,2729,12.053328,0,129,0
2024-05-31 15:06:38,2361,13.098677,0,134,0
2024-05-31 15:07:38,2840,12.303194,0,172,0
2024-05-31 15:08:38,2952,11.813892,0,175,0
2024-05-31 15:09:38,2691,12.33997,0,134,0
2024-05-31 15:10:38,2683,12.163206,0,221,0
2024-05-31 15:11:38,2345,11.742544,0,128,0
2024-05-31 15:12:38,2856,11.7294035,0,188,0
2024-05-31 15:13:38,3067,11.906186,0,109,0
2024-05-31 15:14:38,2947,12.442917,0,154,0
2024-05-31 15:15:38,2599,12.5819435,0,123,0
2024-05-31 15:16:39,2635,12.147356,0,185,0
2024-05-31 15:17:39,3007,12.608463,0,147,0
2024-05-31 15:18:39,3023,12.116274,0,112,0
2024-05-31 15:19:39,3003,13.250591,0,205,0
2024-05-31 15:20:39,3020,12.486791,0,136,0
2024-05-31 15:21:39,2504,11.991924,0,122,0
2024-05-31 15:22:39,2779,12.657332,0,129,0
2024-05-31 15:23:39,3305,12.287551,0,176,0
2024-05-31 15:24:39,3317,12.941917,0,186,0
2024-05-31 15:25:39,2666,12.083099,0,129,0
2024-05-31 15:26:39,2587,12.343378,0,226,0
2024-05-31 15:27:39,2768,12.563341,0,146,0
2024-05-31 15:28:39,3140,12.499191,0,204,0
2024-05-31 15:29:39,3089,12.274594,2,114,0
2024-05-31 15:30:39,2865,13.798934,0,127,0
2024-05-31 15:31:39,2527,12.839468,0,132,0
2024-05-31 15:32:39,3286,19.32083,0,142,0
2024-05-31 15:33:39,2959,12.371798,0,140,0
2024-05-31 15:34:39,2973,14.29426,0,183,0
2024-05-31 15:35:39,2803,12.419974,0,121,0
2024-05-31 15:36:39,2848,12.45265,0,196,0
2024-05-31 15:37:39,3223,12.546503,0,119,0
2024-05-31 15:38:39,2976,12.168036,0,141,0
2024-05-31 15:39:40,2870,13.332635,0,210,0
2024-05-31 15:40:40,2980,13.211793,0,171,0
